250,0.039530301,0.13927084,0.03188326,0.044815986,0.198412266,-0.147526178,-0.070547204,0.132770959,0.158051111,0.332682844,-0.082997234,-0.174651262,0.075566197,0.158611362,0.188369192,-0.000417691,0.000766306,0.001636091,0.000990199,-0.001273445,0.002336291,0.001484801,0.003018887
270,0.130319311,0.465493116,0.076950576,0.111888397,0.673507411,-0.489896715,-0.198880212,0.378003822,0.452735511,1.115674207,-0.23663639,-0.582407227,0.185191747,0.453891795,0.548287987,-0.00086336,0.001603042,0.002795131,0.00200267,-0.002671482,0.004960314,0.002488385,0.006196616
290,0.170342209,0.61772663,0.072911835,0.09794546,0.830546178,-0.645179156,-0.221461775,0.423628418,0.490364722,1.43094583,-0.253275474,-0.739954012,0.168515925,0.489453182,0.570027286,-0.001080507,0.002021131,0.003035301,0.002445959,-0.003382272,0.006326553,0.002649802,0.007656054
310,0.198135081,0.723634972,0.061542106,0.075406022,0.884468013,-0.753395771,-0.219635965,0.421577224,0.466191606,1.594668416,-0.238587727,-0.82250299,0.135066065,0.461960106,0.515763021,-0.001167251,0.002198211,0.002778771,0.002531461,-0.003711106,0.006988386,0.002349957,0.0080473
330,0.232186616,0.837222574,0.052188526,0.056751329,0.895659504,-0.878388169,-0.219735258,0.420056673,0.43122152,1.71678931,-0.224248747,-0.897834644,0.108767632,0.43553757,0.450190721,-0.001249871,0.002348042,0.00254125,0.002534828,-0.004035834,0.007580545,0.002057016,0.008182858
350,0.309939018,1.038406605,0.050026957,0.042567272,0.880621569,-1.129352527,-0.246698111,0.454792231,0.4163542,1.900790099,-0.223959745,-1.024049756,0.091546917,0.41730413,0.387256471,-0.001389774,0.002530756,0.002359633,0.002459216,-0.004557994,0.008297131,0.001770445,0.008061281
370,0.363774399,1.233650731,0.046048424,0.03184868,0.849405968,-1.322265742,-0.255761159,0.477225936,0.392531891,2.031686081,-0.205831792,-1.059973387,0.077199491,0.390177387,0.329688587,-0.001395113,0.002561082,0.002089067,0.002272583,-0.004645705,0.008525475,0.001464075,0.007564537
390,0.353183314,1.314936785,0.039419573,0.024209254,0.818290678,-1.330759152,-0.229627448,0.451700532,0.346139177,2.020313754,-0.164937317,-0.965978002,0.05917118,0.349372295,0.280691529,-0.001284372,0.002531606,0.001846914,0.002187762,-0.004346593,0.008563797,0.001271286,0.007400622
410,0.317371115,1.31808895,0.030603667,0.018583455,0.78376282,-1.24880843,-0.192341446,0.405714771,0.29798457,1.930315762,-0.12705225,-0.826347621,0.046025213,0.298173281,0.242396114,-0.0011245,0.002437109,0.001615581,0.002132055,-0.003868119,0.008378921,0.001126477,0.007330417
430,0.269633341,1.251996124,0.024409977,0.014299117,0.743347343,-1.11348947,-0.154407357,0.34718967,0.247135493,1.768847644,-0.093332857,-0.675454847,0.033792065,0.245567219,0.206757946,-0.000903348,0.002165763,0.00131697,0.001963786,-0.003152339,0.007551608,0.000947449,0.006847681
450,0.224251528,1.156971174,0.018051955,0.011067009,0.702732614,-0.968055392,-0.121247177,0.289949781,0.197607813,1.575486776,-0.067409406,-0.537187383,0.024946241,0.196341491,0.174956608,-0.000689685,0.001855779,0.001048136,0.00177036,-0.002449539,0.00658556,0.000787811,0.006283008
470,0.184715005,1.056270608,0.013864526,0.00867548,0.662847695,-0.833333544,-0.09524653,0.241411419,0.157791425,1.402903503,-0.047790706,-0.422369384,0.01776991,0.158706963,0.151144826,-0.000531556,0.001605077,0.000846522,0.001628236,-0.001917312,0.005783503,0.000669869,0.005867422
490,0.151272111,0.956740291,0.010572897,0.006841395,0.626340407,-0.7118368,-0.074378045,0.200383052,0.132544,1.23547622,-0.034529834,-0.32837367,0.013670744,0.128408913,0.130870973,-0.000409481,0.001394868,0.000691124,0.001516359,-0.001500107,0.005102339,0.000579005,0.005547081
510,0.124022848,0.867195808,0.008053191,0.005451346,0.591772076,-0.611585634,-0.058747682,0.167003698,0.100334588,1.083153818,-0.024064761,-0.253541417,0.010075386,0.103493286,0.114082577,-0.000314141,0.001212299,0.000570125,0.001413912,-0.001169062,0.004505951,0.000505985,0.005255913
530,0.100887981,0.769259688,0.005920474,0.004366384,0.557266442,-0.513870656,-0.045647169,0.136880242,0.085927334,0.939877117,-0.01676197,-0.192195004,0.007393043,0.084429872,0.097846622,-0.000224244,0.001012105,0.000453192,0.001279478,-0.000851725,0.003838633,0.000429559,0.00485344
550,0.082629277,0.696949676,0.004807685,0.003543124,0.528258795,-0.441621607,-0.036206579,0.112995059,0.064521887,0.821010991,-0.01174326,-0.1442302,0.005561567,0.06765854,0.087564473,-0.000173132,0.000899368,0.000383216,0.001236872,-0.000666359,0.003455426,0.000387976,0.004752555
570,0.068383959,0.630212688,0.003627257,0.002885744,0.501769344,-0.378158612,-0.028904719,0.09648723,0.055118506,0.721166572,-0.007903169,-0.105791333,0.004063483,0.054792058,0.075953061,-0.000131333,0.000807763,0.000330675,0.001207536,-0.000514317,0.003155397,0.000357411,0.004717571
590,0.055634907,0.55742903,0.002511604,0.002379122,0.472091702,-0.319761898,-0.02254579,0.078550236,0.043448148,0.618730383,-0.005056117,-0.076034071,0.002906301,0.044226585,0.066265538,-8.96983E-05,0.000669443,0.000264235,0.001091966,-0.000356984,0.002659414,0.000305435,0.004338143
610,0.045792781,0.500666373,0.002275702,0.001944481,0.44762041,-0.273759254,-0.018075795,0.06632289,0.036716009,0.538103626,-0.003718791,-0.052517395,0.00260358,0.035414402,0.05870655,-6.49034E-05,0.000589918,0.000225361,0.001046625,-0.000261915,0.002374452,0.000277425,0.004213205
630,0.037373999,0.437045807,0.001678919,0.001587131,0.418349481,-0.229859051,-0.014105268,0.053574191,0.027761325,0.459284514,-0.00211538,-0.034608747,0.001642181,0.028250956,0.051470204,-3.82037E-05,0.00046423,0.000172886,0.000897837,-0.000157303,0.001903893,0.000227146,0.003682272
650,0.030698538,0.388102228,0.001548677,0.001327517,0.39472568,-0.195728063,-0.011404496,0.044175086,0.022089399,0.391822293,-0.001082492,-0.021293298,0.001166004,0.022233949,0.045970557,-2.36905E-05,0.00039282,0.00014232,0.000831308,-9.89897E-05,0.001630004,0.000199415,0.003450118
670,0.02578181,0.347464428,0.000860416,0.001116009,0.374541399,-0.168368852,-0.009054626,0.037844019,0.018035503,0.340456769,-0.000784935,-0.011514566,0.001095984,0.017741909,0.040146342,-1.23094E-05,0.000339467,0.000120224,0.00079014,-5.20711E-05,0.001429827,0.000180194,0.003328498
690,0.021137671,0.310879104,0.000681259,0.000917227,0.35449214,-0.142776176,-0.007209398,0.031136297,0.016700881,0.291324872,-0.000478522,-0.00125778,0.001297313,0.015008274,0.036458555,-3.43E-06,0.000291796,0.000101449,0.000749714,-1.4204E-05,0.00124889,0.000162832,0.003209089
710,0.017192699,0.262243057,0.00094822,0.000761342,0.327832737,-0.1180673,-0.005902451,0.025008377,0.011651557,0.243445647,0.000360109,0.002056232,0.000315984,0.011352665,0.031364997,1.70E-06,0.000202663,6.94918E-05,0.000567768,7.90E-06,0.000877847,0.000118204,0.002459587
730,0.014718575,0.240166887,0.000552071,0.000662143,0.31283719,-0.104506929,-0.004754111,0.022036233,0.009220596,0.208865603,0.000282322,0.006318096,0.000372674,0.008743873,0.028581334,7.81E-06,0.000183146,6.25679E-05,0.000567306,3.47642E-05,0.000815047,0.000114232,0.002524514
750,0.012576059,0.218376114,0.00030907,0.000558841,0.298619093,-0.090005491,-0.003917093,0.018518234,0.00796075,0.182797478,0.00033651,0.010101351,0.00046847,0.008056273,0.025619188,1.20409E-05,0.000167145,5.68727E-05,0.00056992,5.34484E-05,0.000757959,0.000110674,0.002584722
770,0.010604561,0.197461662,0.000356133,0.000481879,0.283331298,-0.080045708,-0.003303082,0.016655989,0.004700414,0.154777357,0.000453133,0.012300165,0.000322954,0.005865562,0.022615116,1.22426E-05,0.000144113,4.86913E-05,0.00053607,5.64511E-05,0.000656925,9.97969E-05,0.002446341
790,0.008960477,0.172673959,9.98547E-05,0.000401661,0.266267142,-0.066413773,-0.002604224,0.013161745,0.005850582,0.132427097,0.000567351,0.012779596,0.000226739,0.005576186,0.021079899,1.3585E-05,0.000113531,3.86063E-05,0.000470866,6.368E-05,0.000530422,8.48191E-05,0.002200767
810,0.007723733,0.159588171,0.000343938,0.000352174,0.255842143,-0.05903846,-0.002360345,0.011687039,0.004160816,0.114741878,0.00056077,0.013757073,7.99663E-05,0.0053019,0.018781761,1.57592E-05,0.000104919,3.59394E-05,0.000482904,7.48557E-05,0.00049907,8.40558E-05,0.002297195
830,0.006556244,0.143814344,5.95604E-05,0.00033546,0.242525447,-0.051637569,-0.001747648,0.01033622,0.00419595,0.094705129,0.000390696,0.015726813,0.000198145,0.002998196,0.016702071,1.56357E-05,8.93462E-05,3.08649E-05,0.000455278,7.54576E-05,0.000429891,7.63598E-05,0.002190326
850,0.005692524,0.129112994,2.17E-07,0.000256975,0.230306403,-0.044871559,-0.001507935,0.009049493,0.002008608,0.082660221,0.000540012,0.014411622,3.34361E-05,0.003395615,0.015459963,1.51916E-05,7.56792E-05,2.64173E-05,0.000428616,7.34538E-05,0.000366241,6.89392E-05,0.002074762
870,0.00474581,0.116055273,0.000175979,0.000215012,0.218391876,-0.039134132,-0.001279842,0.007238011,0.002290952,0.069066183,0.000449219,0.015347996,7.65753E-05,0.001511183,0.013753022,1.48855E-05,6.21317E-05,2.22133E-05,0.000393606,7.38097E-05,0.000307638,6.17269E-05,0.001949058
890,0.004087467,0.104545291,0.000137781,0.000184484,0.206969185,-0.034149431,-0.001084324,0.006920204,0.002487115,0.057654423,0.000297621,0.014786728,0.000166953,0.002542308,0.012763409,1.3958E-05,5.28205E-05,1.92455E-05,0.000377588,6.89297E-05,0.000260398,5.61469E-05,0.00186162
910,0.003511346,0.094372726,0.000123913,0.000167313,0.197146436,-0.029874549,-0.000921771,0.005213466,0.001310702,0.047371562,-0.000105527,0.014435404,0.000545823,0.000998079,0.011597703,1.34061E-05,4.34209E-05,1.63603E-05,0.000347939,6.75774E-05,0.000218464,5.05674E-05,0.001751143
930,0.003104915,0.085614782,0.000259048,0.000146028,0.187228808,-0.026322221,-0.000982965,0.004760343,0.000326496,0.039021146,0.000678213,0.013845241,-0.00023926,0.001191129,0.010285105,1.29452E-05,3.57093E-05,1.4066E-05,0.000326321,6.70187E-05,0.000183925,4.63332E-05,0.001681186
950,0.002859374,0.076524759,-0.000107625,0.000128325,0.17795062,-0.022861716,-0.000654591,0.004564385,0.001299117,0.032917165,0.000343031,0.013284976,7.75E-06,-5.1182E-05,0.009260444,1.20233E-05,2.95188E-05,1.21174E-05,0.000304168,6.27553E-05,0.000153228,4.18256E-05,0.001579096
970,0.002268889,0.06922162,0.000246678,9.55106E-05,0.169167884,-0.019646293,-0.000694843,0.003162316,0.000978336,0.025624266,0.000455271,0.013107658,-0.000112599,-0.000589342,0.008200647,1.11003E-05,2.37149E-05,1.03121E-05,0.000283096,5.85255E-05,0.00012413,3.75449E-05,0.001483096
990,0.00201474,0.063494872,-1.13022E-05,0.000105353,0.161431878,-0.018016437,-0.000303515,0.003112634,0.000874965,0.022423344,0.000130749,0.011831753,9.28299E-05,0.001021831,0.008230388,1.09034E-05,1.95293E-05,9.10E-06,0.000268689,5.87952E-05,0.000105243,3.52324E-05,0.001447818
1010,0.001943176,0.057402836,-8.30562E-05,8.46922E-05,0.153389161,-0.015781489,-0.000449377,0.002767565,0.000836191,0.016476909,0.000308231,0.010596983,-4.49248E-05,0.001313428,0.007335651,1.02215E-05,1.51898E-05,7.73E-06,0.00024728,5.65965E-05,8.42516E-05,3.19792E-05,0.001371478
1030,0.001513878,0.052006555,0.000118936,6.91032E-05,0.145898065,-0.013965139,-0.000355801,0.002321674,0.000652125,0.012639485,0.000541217,0.010284111,-0.000280448,0.000765229,0.007145263,9.13E-06,1.22907E-05,6.80E-06,0.000235605,5.02652E-05,6.69899E-05,2.88656E-05,0.001284984
10000,-1.413181587,-7.398490129,-0.221720879,-0.228601238,-5.0172653,6.036615046,1.009163127,-2.197397363,-1.851171891,-11.10792629,0.81477995,3.932936198,-0.427551227,-1.857418457,-1.974891702,0.005216638,-0.013207649,-0.011035871,-0.013986282,0.017625198,-0.046927877,-0.009303857,-0.03970126
total,2.23389,12.4598,0.342248,0.346822,13.0087,-9.6455,-1.57553,3.43849,2.86694,16.6912,-1.25293,-5.81216,0.649714,2.85933,3.14475,-0.00816241,0.0208652,0.0168157,0.0298576,-0.0270253,0.0726921,0.0145232,0.123291
